ID	Reviews	Labels
182	蛮不错的，期待已久，看有活动秒下单?	B-pos I-pos I-pos I-pos O O O O O O O O B-jiage I-jiage O O O O
183	很不错，清澈	B-pos I-pos I-pos O B-pos I-pos
184	大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤很贴，脸也显得有光泽，很好！	O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O O B-pos I-pos O O O O O B-pos I-pos I-pos O B-pos I-pos O
185	新包装样式也很喜欢	B-baozhuang I-baozhuang I-baozhuang I-baozhuang I-baozhuang O B-pos I-pos I-pos
186	双十一很划算，物流也很给力	O O O B-pos I-pos I-pos O B-wuliu I-wuliu O B-pos I-pos I-pos
187	非常不错，老客户了，他家保湿真的好，我还是容易过敏的皮肤，用他家的没事	B-pos I-pos I-pos I-pos O O O O O O O O B-gongxiao I-gongxiao B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O
188	卖家服务态度很好，宝贝很不错  物流也很快	O O B-fuwu I-fuwu I-fuwu I-fuwu B-pos I-pos O O O B-pos I-pos I-pos O O B-wuliu I-wuliu O B-pos I-pos
189	喜欢喜欢 特别补水 真的很耐斯～	B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos I-pos O
190	还么用，看着不错，期待效果，物流超级给力！	O O O O O O B-pos I-pos O O O O O O B-wuliu I-wuliu B-pos I-pos I-pos I-pos O
191	感觉不错，下次买其他的试试?	O O B-pos I-pos O O O O O O O O O O
192	特别喜欢这个新包装的，很方便啦，一直用***的产品，这个卸妆水，用完不紧绷，很保湿的，继续支持	B-pos I-pos I-pos I-pos O O B-baozhuang I-baozhuang I-baozhuang O O B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O
193	不油腻，卸妆也很干净，双11活动买的，很划算	B-pos I-pos I-pos O B-gongxiao I-gongxiao O B-pos I-pos I-pos O O O O O O O O O B-pos I-pos I-pos
194	一如既往的好用，忘记是第几次买了。	O O O O O B-pos I-pos O O O O O O O O O O
195	面膜很好用，**平台有保障，很补水，效果不错的。	O O B-pos I-pos I-pos O O O O O O O O O B-pos I-pos I-pos O B-gongxiao I-gongxiao B-pos I-pos O O
196	不错，下次再来	B-pos I-pos O O O O O
197	用起来了还可以，好评！	O O O O B-pos I-pos I-pos O B-pos I-pos O
198	好用实惠，好用，值得购买，	B-pos I-pos B-pos I-pos O O O O O O O O O
199	这次的面膜用着过敏了！一直都在用这个牌子！不知道为什么会过敏！	O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O
200	用了，效果很好，白皙水嫩擦后脸上没有干粉。好评	O O O O O B-pos I-pos O B-pos I-pos B-pos I-pos O O O O B-pos I-pos I-pos I-pos O B-pos I-pos
201	洗面奶收到，今天用了，洗完后真的一点也不紧绷，超值了！	O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos I-pos I-pos O B-pos I-pos O O
202	每天需要化妆，买了很多卸妆水都不行。只有这款卸妆水很好用，清爽不刺激。	O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O B-pos I-pos B-pos I-pos I-pos O
203	非常好用！！！特别补水，我干皮用着很不错	B-pos I-pos I-pos I-pos O O O B-pos I-pos I-pos I-pos O O O O O O B-pos I-pos I-pos
204	包装很高大尚！还没用，但看起来就很好。还送了化妆水，很喜欢！	B-baozhuang I-baozhuang B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O
205	收到马上试了一下，卸妆效果很好，很干净，但是不刺激皮肤，挺舒服的，脸也感觉滑滑的，很划算。	O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O B-pos I-pos I-pos O O O B-pos I-pos I-pos O O O B-pos I-pos I-pos I-pos O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos O
206	之前就用过这是第二次购买了！好用	O O O O O O O O O O O O O O B-pos I-pos
207	很好用，喜欢哦	B-pos I-pos I-pos O B-pos I-pos O
208	做了功课才来买的，成分很安全，用了一片后感觉效果不错，以后要常用啦	O O O O O O O O O B-chengfen I-chengfen B-pos I-pos I-pos O O O O O O O O O O B-pos I-pos O O O O O O O
209	拿回来用了几片，保温效果挺好的，第一次用皮肤也没有出现过敏现象。	O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos I-pos O O O O O O O O B-pos I-pos I-pos I-pos I-pos I-pos O O O
210	赠品两贴，搜了一下9.9一贴，老价格来说应该不差	O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos
211	还没用，用后再来追加，看着不错??	O O O O O O O O O O O O O B-pos I-pos O O
212	这个是第二次买了，活动买很划算的，面膜也很好用	O O O O O O O O O B-jiage I-jiage O B-pos I-pos I-pos O O O O O B-pos I-pos I-pos
213	物美价廉，味道不错。下次活动在买	B-pos I-pos I-pos I-pos O B-qiwei I-qiwei B-pos I-pos O O O O O O O
214	物流快当晚就用了一片精华液很多，敷完脸嫩嫩的，不错！	B-wuliu I-wuliu B-pos O O O O O O O B-chengfen I-chengfen I-chengfen B-pos I-pos O O O O B-pos I-pos I-pos O B-pos I-pos O
215	还是有点白！擦的  所以我就只擦这个. 不用再擦bb了	O O B-neu I-neu I-neu O O O O O O O O O O O O O O O O O O O O O O
216	超好用淡淡的香味还送了面膜喜欢的朋友赶快入手吧	B-pos I-pos I-pos B-pos I-pos I-pos B-qiwei I-qiwei O O O O O O O O O O O O O O O
217	还没有用，等用过后再评价！包装太简陋了，连个像样的包装盒都没有！	O O O O O O O O O O O O O B-baozhuang I-baozhuang B-neg I-neg I-neg O O O O O O O O O O O O O O
218	不喜欢，感觉和洗头发的没有区别	B-neg I-neg I-neg O O O O O O O O O O O O
219	油	B-neg
220	什么东西哦，太假了，忽悠人的哦，质量没有第一次买的好，这次购买是假货，太失望了。	O O O O O O B-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O O O O B-neg I-neg I-neg O O O O O O
221	量大便宜，赞	B-pos I-pos B-pos I-pos O O
222	第一次敷  感觉不错  很水嫩还会购买	O O O O O O B-pos I-pos I-pos I-pos O O B-pos I-pos I-pos O O O O
223	不错，效果很好，速度很快	B-pos I-pos O O O B-pos I-pos O B-wuliu I-wuliu B-pos I-pos
224	好用，值得购买，还有赠品，不错	B-pos I-pos O O O O O O O O B-jiage I-jiage O B-pos I-pos
225	一下买了两份，挺好的，敷完水水嫩嫩的	O O O O O O O B-pos I-pos I-pos O O O B-pos I-pos I-pos I-pos I-pos
226	好快呀！昨天下午订货，今天上午就到了，足足六大盒	B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O
227	很实惠！精华液特别多，但是用后效果一般，感觉不是很好吸收	B-pos I-pos I-pos O B-chengfen I-chengfen I-chengfen B-pos I-pos I-pos O O O O O O O B-pos I-pos O O O B-pos I-pos I-pos I-pos I-pos I-pos
228	还没有上脸用 很小得一支 买之前看评论有送小样！收到之后什么赠品也没有 有点失望 总体来说还可以！！	O O O O O O O B-neg I-neg O O O O O O O O O O O O O O O O O O O O O B-jiage I-jiage O B-neg I-neg O O O O O O O O O O O O O O O
229	物流也快，实惠！物流也快，实惠！物流也快，实惠！物流也快，实惠！	B-wuliu I-wuliu O B-pos O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O
230	暂时还没开始用，等我用了再追加吧，看着包装还是挺不错的。	O O O O O O O O O O O O O O O O O O O B-baozhuang I-baozhuang O O B-pos I-pos I-pos I-pos O
231	趁活动囤的 冬天的面膜用的超费 不多长时间 面膜见底了	O B-jiage I-jiage O O O O O O O O O O O O O O O O O O O O O O O O
232	好评 不知道会不会过敏 敏感肌应该可以用	B-pos I-pos O O O O O O O O O O O O O O O O O O
233	还可以吧！觉得挺补水的，	B-pos I-pos I-pos O O O O B-pos I-pos I-pos I-pos O
234	自己已经付了三片感觉跟实体店的比起来一样。价格比实体店的要便宜很多。	O O O O O O O O O O O O O O O O O O O O O B-jiage I-jiage O O O O O O B-pos I-pos O O O
235	几百块钱的产品里给我放个近期在里面  还说都是保质期三四年呢客服态度敷衍了事	O O O O O O O O O O O O B-neg I-neg O O O O O O O O O B-xinxiandu I-xinxiandu I-xinxiandu O O O O B-fuwu I-fuwu I-fuwu I-fuwu B-neg I-neg I-neg I-neg
236	宝贝收到了，之前买的还没用完，囤着，满意，还会回购	O O O O O O O O O O O O O O O O O O B-pos I-pos O O O O O
237	我是混合型皮肤，买的清爽型，不油腻	O O O O O O O O O O O O O O B-pos I-pos I-pos
238	这款面膜好用不贵，之前买护肤品送了几片，用过感觉挺补水的。	O O O O B-pos I-pos B-pos I-pos O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O
239	第二次购买了，很温和。给朋友们推荐了，大家都说好用。就是没有礼盒包装，不开心	O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O B-neg I-neg B-baozhuang I-baozhuang I-baozhuang I-baozhuang O O O O
240	非常好的商品，我很满意，值得购买好评，可以买。	B-pos I-pos I-pos O O O O O B-pos I-pos I-pos O O O O O B-pos I-pos O O O O O
241	这是第三次买了保湿效果不错，这次还送了盒子，谢谢老板	O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O O O O O O O O O O O
242	挺好，买很多次了	B-pos I-pos O O O O O O
243	不错不错  还送了两个独立包装	B-pos I-pos O O O O O O O O O O O O O
244	价格很优惠，质量特别好！	B-jiage I-jiage B-pos I-pos I-pos O O O B-pos I-pos I-pos O
245	好用，滋润，喜欢	B-pos I-pos O B-pos I-pos O B-pos I-pos
246	用过之后再追评  之后有用一个送的体验装  感觉那个很好用	O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos
247	用过一次这款隔离感觉我用的比别家比较适合我很喜欢这次继续回购	O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O
248	帮朋友买的价格合算，送货速度很快。	O O O O O B-jiage I-jiage B-pos I-pos O B-wuliu I-wuliu I-wuliu I-wuliu B-pos I-pos O
249	东西挺好的，媳妇很喜欢	O O B-pos I-pos I-pos O O O B-pos I-pos I-pos
250	收到了，不错哟	O O O O B-pos I-pos O
251	之前就用的***洗面奶 用着很好 不刺激皮肤 买一赠一也很实惠 满意	O O O O O O O O O O O O O O B-pos I-pos O B-pos I-pos I-pos O O O O O O O O B-pos I-pos I-pos O B-pos I-pos
252	我是***专业户，品牌值得信赖，**值得信赖，产品物流都给力。	O O O O O O O O O O O O O O O O O O O O O O O O O B-wuliu I-wuliu O B-pos I-pos O
253	水分不是很足，，，	B-chengfen I-chengfen B-neg I-neg I-neg I-neg O O O
254	还可以，给老家买的，用了不错	B-pos I-pos I-pos O O O O O O O O O B-pos I-pos
255	洗面奶很好闻	O O O B-pos I-pos I-pos
256	质量不错哦，连续购买了好几套呢，服务态度很好	O O B-pos I-pos O O O O O O O O O O O O B-fuwu I-fuwu I-fuwu I-fuwu B-pos I-pos
257	好用，温和的，洗完脸不紧绷，喜欢。	B-pos I-pos O B-pos I-pos I-pos O O O O B-pos I-pos I-pos O B-pos I-pos O
258	好几百的东西包装好差像地滩货，产品还没使用	O O O O O O B-baozhuang I-baozhuang B-neg I-neg O O O O O O O O O O O
259	用了两次，感觉挺好了，洗完脸上感觉很光滑，补水效果很不错，	O O O O O O O B-pos I-pos O O O O O O O O B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos I-pos O
260	其中有一片包装坏了，水漏的其他上面都是	O O O O O B-baozhuang I-baozhuang B-neg I-neg O O O O O O O O O O
261	挺好用，很滋润。也很自然。用了一段时间才来评的	B-pos I-pos I-pos O B-pos I-pos I-pos O O B-pos I-pos I-pos O O O O O O O O O O O
262	不好用  有点都不显白	B-neg I-neg I-neg O O O O O B-neg I-neg I-neg
263	速度一如既往的快。气垫使用方便，必备	B-wuliu I-wuliu O O O O O B-pos O O O O O B-pos I-pos O O O
264	很好用，家里人都用***，已经习惯，感觉还不错，挺适合自己的。	B-pos I-pos I-pos O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos O O O O
265	是真东西，一直都在用	B-pos I-pos I-pos I-pos O O O O O O
266	用过多次，一直在这家买，气味淡淡的，很滋润	O O O O O O O O O O O O B-qiwei I-qiwei B-pos I-pos I-pos O B-pos I-pos I-pos
267	粉扑设计的非常棒，盒子颜值很高。用了再来追评。	B-baozhuang I-baozhuang I-baozhuang I-baozhuang O B-pos I-pos I-pos O B-baozhuang I-baozhuang I-baozhuang I-baozhuang B-pos I-pos O O O O O O O O
268	宝贝收到了，物流速度，谢谢亲，快递真的快	O O O O O O B-wuliu I-wuliu I-wuliu I-wuliu O O O O O B-wuliu I-wuliu B-pos I-pos I-pos
269	香香的，很润，挺好	B-pos I-pos I-pos O B-pos I-pos O B-pos I-pos
270	不是很好用，卸得不是很干净，虽然很大一瓶，可是卸不干净，浪费了，卸口红要卸很多次才可以	B-neg I-neg I-neg I-neg I-neg O O O B-neg I-neg I-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
271	第二次购买，好用用过肤色好好，**快！服务好！	O O O O O O B-pos I-pos O O B-pos I-pos I-pos I-pos O O O B-pos O B-fuwu I-fuwu B-pos O
272	和我在店里买的一样，价格还便宜，以后***就在你家买了，希望店家保持正品哦	O O O O O O O O O O B-jiage I-jiage O B-pos I-pos O O O O O O O O O O O O O O O O O O O B-pos I-pos O
273	还可以，就是没写敷面膜之后还洗脸不。	B-pos I-pos I-pos O O O O O O O O O O O O O O O
274	买给妈妈用，妈妈一直用这个，说很好	O O O O O O O O O O O O O O O B-pos I-pos
275	提好的东西，值得买。	B-pos I-pos I-pos O O O O O O O
276	挺好，泡沫丰富，洗的很干净	B-pos I-pos O B-shiyongtiyan I-shiyongtiyan B-pos I-pos O O O B-pos I-pos I-pos
277	还没用过，美白的那款洁面挺好的	O O O O O O O O O O B-gongxiao I-gongxiao B-pos I-pos I-pos
278	还不错，下次还可以考虑，推荐各位可以考虑。	B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O
279	很多泡泡，好用	B-pos I-pos I-pos I-pos O B-pos I-pos
280	我一直用这个很好	O O O O O O B-pos I-pos
281	因为***了解到***品牌，真的很不错，面膜很好用，乳液也很适合我，会回购的	O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos I-pos O O O B-pos I-pos I-pos O O O O B-pos I-pos I-pos O O O O O O
282	一直用的呢，非常好用，遮瑕效果很好，一次性买了两个隔离，一个bb，大爱	O O O O O O B-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O O O O O O O O O O O O O O O O
283	和以前买的套装里的一样，很好用！	O O O O O O O O O O O O B-pos I-pos I-pos O
284	很好用，温和不刺激，清洁力也不错，好评	B-pos I-pos I-pos O B-pos I-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao O B-pos I-pos O B-pos I-pos
285	卸妆水收到了，很好用，卸妆效果很好，用后脸不紧绷！一直用***，相信**！	O O O O O O O B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O O B-pos I-pos I-pos O O O O O O O O O O O O O
286	挺好闻的，不假白亮肤滋润，第一次买到那么好的隔离霜。	B-pos I-pos I-pos I-pos O B-pos I-pos I-pos B-pos I-pos B-pos I-pos O O O O O O O O O O O O O O
287	很好用很喜欢。效果挺好的，很贴皮肤用完还会买的	B-pos I-pos I-pos B-pos I-pos I-pos O O O B-pos I-pos I-pos O B-pos I-pos I-pos I-pos O O O O O O
288	价格便宜活动给力，夏天防晒配卸妆，不错。	B-jiage I-jiage B-pos I-pos B-jiage I-jiage B-pos I-pos O O O O O O O O O B-pos I-pos O
289	好用，不浮粉，下次还会购买，不错，	B-pos I-pos O B-pos I-pos I-pos O O O O O O O O B-pos I-pos O
290	很薄，挺补水的，就是买贵了，有买一赠一的活动	B-pos I-pos O B-pos I-pos I-pos I-pos O O O O B-neg I-neg O O O O O O O O O
291	自然，服帖	B-pos I-pos O B-pos I-pos
292	收到货，还没用，应该不错的，味道很好闻，哈	O O O O O O O O O O O O O O B-qiwei I-qiwei B-pos I-pos I-pos O O
293	这个蛮好用的，轻薄也不油腻，看起来也蛮自然的。不过要选对水乳哦	O O B-pos I-pos I-pos I-pos O B-pos I-pos O B-pos I-pos I-pos O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O
294	不错哦，特别便宜，一直在用此宝贝，值得推荐，敷完很湿润，小姐姐们赶紧抢购吧	B-pos I-pos I-pos O B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O O
295	赠的东西挺多的，	B-jiage I-jiage I-jiage I-jiage B-pos I-pos I-pos O
296	还可以，遮瑕效果挺好，就是不保湿，用了皮肤好干	B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O B-pos I-pos I-pos O O O O O B-pos I-pos
297	买了2次，感觉没以前好用了	O O O O O O O B-neg I-neg I-neg I-neg I-neg O
298	买给小女友的，反馈情况良好，使用无异常，喜欢这种东西&hellip	O O O O O O O O O O O B-pos I-pos O O O B-pos I-pos I-pos O B-pos I-pos O O O O O O O O O O O
299	买了好多次了 好用	O O O O O O O B-pos I-pos
300	这包装的也是太随便了，面膜，装够数，然后用胶纸包一下，盒子也没个，一点也不值100多块钱的东西	O B-baozhuang I-baozhuang O O O B-neg I-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O O O O O O O O B-neg I-neg O O O O O O O O O
301	**购物，物美价廉，用的放心，下次再来~	O O O O O B-pos I-pos I-pos I-pos O O O B-pos I-pos O O O O O O
302	一直都在用，非常好用！！！	O O O O O O B-pos I-pos I-pos I-pos O O O
303	平时都是用这个牌子的，个人觉得这个适合冬天用，油而不腻。	O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O
